Signature ID	Percent Overlap (Experiment01)	Percent Overlap (Experiment02)	adj p-val (Experiment01)	adj p-val (Experiment02)	Overlap (Experiment01)	Overlap (Experiment02)	Score (Experiment01)	Score (Experiment02)
KEGG_ERBB_SIGNALING_PATHWAY	21.8	21.8	0.996571859897051	0.951628005958715	GAB1|STAT5A|PAK4|ERBB2|ARAF|MTOR|PAK1|SOS1|ABL1|RAF1|CBL|AKT1|CRK|PAK2|JUN|EIF4EBP1|MAP2K2|BRAF|PLCG1	ERBB2|RAF1|STAT5A|ABL1|ARAF|GAB1|MTOR|CRK|AKT1|SOS1|PAK4|CBL|JUN|PAK1|PLCG1|PAK2|MAP2K2|BRAF|EIF4EBP1	-0.1297	-0.1404
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	16.7	16.7	0.342998585572843	0.201663201663202	ARPC1A|PRKCD|PAK1|PIKFYVE|ASAP1|RAF1|ASAP3|AKT1|CRK|PIP5K1A|LIMK1|VAV2|LIMK2|PLCG1|DNM1L|GAB2	PRKCD|RAF1|ARPC1A|CRK|ASAP1|AKT1|DNM1L|PIKFYVE|PAK1|PLCG1|ASAP3|VAV2|LIMK2|GAB2|LIMK1|PIP5K1A	-2.5854	-2.6011
KEGG_FOCAL_ADHESION	14.1	14.1	0.860144578313253	0.910441022716472	IGF1R|FN1|ACTG1|PXN|PAK4|ERBB2|ARHGAP5|DOCK1|PDPK1|PAK1|ITGA3|FLT4|SOS1|FLNB|RAP1A|TLN1|BCAR1|RAF1|AKT1|CRK|ARHGAP35|PAK2|VAV2|MYLK|ITGB1|JUN|BRAF|ACTN4	ACTN4|ERBB2|RAF1|FN1|FLNB|DOCK1|ITGA3|ARHGAP35|PXN|TLN1|CRK|PDPK1|AKT1|MYLK|SOS1|ACTG1|RAP1A|FLT4|PAK4|JUN|IGF1R|ITGB1|PAK1|ARHGAP5|PAK2|BRAF|BCAR1|VAV2	-0.8663	0.3995
KEGG_GLIOMA	15.4	15.4	0.750260300461104	0.14208984375	IGF1R|ARAF|MTOR|SOS1|RAF1|AKT1|RB1|MAP2K2|BRAF|PLCG1	RAF1|ARAF|MTOR|AKT1|SOS1|IGF1R|PLCG1|MAP2K2|BRAF|RB1	-1.2905	-2.8338
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	19.4	19.4	0.871461326096112	0.698424943747991	ALDOA|PGAM1|PKM|DLAT|PGK1|TPI1|FBP2|LDHA|ACSS2|GAPDH|AKR1A1|PFKP	AKR1A1|ALDOA|FBP2|GAPDH|DLAT|LDHA|PKM|ACSS2|TPI1|PGK1|PGAM1|PFKP	-0.7788	0.9768
KEGG_GNRH_SIGNALING_PATHWAY	11.9	11.9	0.6615515771526	0.841074107410741	PRKCD|PLCB3|ADCY9|SOS1|MAP3K3|RAF1|GNAS|ATF4|JUN|PLCB4|MAP2K2|MAP3K4	PRKCD|MAP3K4|RAF1|GNAS|PLCB4|ATF4|SOS1|MAP3K3|PLCB3|ADCY9|JUN|MAP2K2	-1.7271	0.7303
KEGG_HUNTINGTONS_DISEASE	10.4	10.4	0.6615515771526	0.0420186268139485	CREB1|SLC25A5|TFAM|NDUFV3|SP1|CREB3L4|PLCB3|AP2S1|SIN3A|HDAC1|AP2A1|DNAH2|SLC25A6|RCOR1|POLR2A|POLR2B|PLCB4|NDUFA4|NDUFB7	SLC25A5|CREB3L4|DNAH2|SIN3A|SP1|AP2S1|NDUFV3|AP2A1|HDAC1|SLC25A6|RCOR1|TFAM|CREB1|PLCB4|PLCB3|POLR2A|NDUFA4|NDUFB7|POLR2B	1.5364	3.5954
KEGG_INSULIN_SIGNALING_PATHWAY	19.7	19.7	0.386182669789227	0.829558772291027	PRKAB1|PRKAR2B|ARAF|PHKA1|TSC1|PDPK1|PRKAG2|MTOR|IKBKB|SOS1|TSC2|PYGL|RAF1|FBP2|CBL|MKNK2|AKT1|CRK|FASN|RPS6|EIF4EBP1|MAP2K2|BRAF|RPTOR|PHKA2|MKNK1|IRS1	PYGL|PRKAG2|PRKAR2B|RAF1|FBP2|ARAF|PHKA2|TSC2|RPS6|MTOR|CRK|PDPK1|MKNK2|AKT1|IKBKB|SOS1|FASN|CBL|MKNK1|TSC1|IRS1|RPTOR|PHKA1|MAP2K2|BRAF|PRKAB1|EIF4EBP1	-2.3521	-0.7679
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	13.8	13.8	0.893204757119933	0.231411530815109	OCLN|ACTG1|PXN|CLDN3|ARHGAP5|CD99|CLDN7|RAP1A|BCAR1|ARHGAP35|VAV2|ITGB1|NCF2|PLCG1|EZR|ACTN4	ACTN4|ARHGAP35|PXN|CLDN3|ACTG1|RAP1A|OCLN|ITGB1|CD99|ARHGAP5|EZR|PLCG1|BCAR1|VAV2|CLDN7|NCF2	-0.6627	-2.4112
KEGG_LONG_TERM_POTENTIATION	14.3	14.3	0.6615515771526	0.910441022716472	PLCB3|ARAF|PPP3CA|RAP1A|RAF1|ATF4|PLCB4|MAP2K2|BRAF|RPS6KA1	RAF1|ARAF|PLCB4|ATF4|PPP3CA|PLCB3|RAP1A|MAP2K2|BRAF|RPS6KA1	-1.7294	-0.3922
KEGG_MAPK_SIGNALING_PATHWAY	15.4	15.4	0.194	0.517774598283073	MAPK8IP2|RRAS|MAP3K5|RPS6KA4|NF1|MAPT|PPP3CA|STMN1|MAP3K7|IKBKB|PAK1|DUSP3|SOS1|ATF2|MAP3K3|STK3|FLNB|MAP4K4|RAP1A|RAF1|MAP3K11|MKNK2|HSPA8|AKT1|FGFR3|ATF4|CRK|FAS|CDC25B|PAK2|JUN|MAP2K2|MAP3K4|BRAF|ELK4|MECOM|MKNK1|RASA2|HSPB1|NFATC2|RPS6KA1	NF1|MAP4K4|MAP3K4|RAF1|FLNB|MAPT|STMN1|STK3|MAPK8IP2|ELK4|FAS|ATF2|ATF4|CRK|MKNK2|MAP3K11|AKT1|DUSP3|IKBKB|SOS1|PPP3CA|MAP3K3|RAP1A|HSPA8|JUN|RRAS|MKNK1|RASA2|NFATC2|MAP3K7|RPS6KA4|PAK1|MAP3K5|MECOM|PAK2|HSPB1|MAP2K2|FGFR3|BRAF|CDC25B|RPS6KA1	-4.2406	-1.5565
KEGG_MTOR_SIGNALING_PATHWAY	25.0	25.0	0.515746421267894	0.14208984375	EIF4B|RICTOR|TSC1|PDPK1|MTOR|TSC2|AKT1|RPS6|EIF4EBP1|BRAF|RPTOR|ULK1|RPS6KA1	RICTOR|EIF4B|TSC2|RPS6|MTOR|PDPK1|AKT1|TSC1|RPTOR|BRAF|ULK1|RPS6KA1|EIF4EBP1	-2.057	-2.5172
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	9.5	9.5	0.81427870942434	0.579256360078278	HLA-A|TNFRSF10C|ARAF|PPP3CA|PAK1|SOS1|RAF1|FAS|VAV2|MAP2K2|BRAF|PLCG1|NFATC2	RAF1|ARAF|FAS|SOS1|TNFRSF10C|PPP3CA|NFATC2|HLA-A|PAK1|PLCG1|MAP2K2|BRAF|VAV2	-1.0578	-1.2923
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	21.4	21.4	0.944939681861856	0.937938046205763	FOXO3|PRKCD|GAB1|MAP3K5|RPS6KA4|PSEN1|KIDINS220|SORT1|PDPK1|IKBKB|SOS1|MAP3K3|RAP1A|ABL1|RAF1|AKT1|ATF4|CRK|PRDM4|JUN|RIPK2|MAP2K2|BRAF|ARHGDIA|PLCG1|IRS1|RPS6KA1	FOXO3|PRKCD|ARHGDIA|RAF1|PSEN1|ABL1|GAB1|SORT1|ATF4|RIPK2|CRK|PDPK1|AKT1|IKBKB|SOS1|MAP3K3|RAP1A|KIDINS220|JUN|RPS6KA4|MAP3K5|IRS1|PLCG1|MAP2K2|BRAF|RPS6KA1|PRDM4	-0.4458	-0.218
KEGG_NON_SMALL_CELL_LUNG_CANCER	20.4	20.4	0.860144578313253	0.642679988662132	FOXO3|ERBB2|ARAF|PDPK1|SOS1|RAF1|AKT1|RB1|MAP2K2|BRAF|PLCG1	FOXO3|ERBB2|RAF1|ARAF|PDPK1|AKT1|SOS1|PLCG1|MAP2K2|BRAF|RB1	-0.8086	-1.1364
KEGG_OOCYTE_MEIOSIS	10.6	10.6	0.944939681861856	0.0194	IGF1R|PKMYT1|SGO1|PPP3CA|PPP2R5A|ANAPC1|ADCY9|SLK|CDC20|CDK2|CCNE2|RPS6KA1	SLK|ANAPC1|PPP3CA|PPP2R5A|ADCY9|IGF1R|SGO1|PKMYT1|RPS6KA1|CDK2|CDC20|CCNE2	0.4212	-4.7547
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	17.9	17.9	0.340127109357879	0.904675387596899	ARPC1A|KRT18|OCLN|ARHGEF2|ACTG1|NCL|TUBB|ABL1|ITGB1|EZR	TUBB|ABL1|KRT18|ARPC1A|ACTG1|OCLN|ARHGEF2|ITGB1|EZR|NCL	2.8075	-0.4875
KEGG_PATHWAYS_IN_CANCER	11.7	11.7	0.340127109357879	0.579256360078278	IGF1R|FN1|STAT5A|TPR|ERBB2|APC|CCDC6|ARAF|HDAC1|HSP90AB1|MTOR|IKBKB|AXIN1|RALBP1|ITGA3|SOS1|MSH6|ABL1|RAF1|CBL|CDK2|AKT1|FGFR3|EGLN2|HSP90B1|CRK|RB1|FAS|CCNE2|ITGB1|JUN|MAP2K2|BRAF|PML|PLCG1|MECOM|JUP|HSP90AA1	PML|TPR|ERBB2|RAF1|FN1|STAT5A|ABL1|ARAF|HDAC1|HSP90AB1|HSP90AA1|RALBP1|CCDC6|ITGA3|HSP90B1|MTOR|FAS|JUP|CRK|AXIN1|AKT1|IKBKB|SOS1|APC|CBL|JUN|IGF1R|ITGB1|MSH6|MECOM|PLCG1|MAP2K2|FGFR3|BRAF|EGLN2|CDK2|RB1|CCNE2	-2.5007	-1.3385
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	15.3	15.3	0.6615515771526	0.201663201663202	IGF1R|PKMYT1|ARAF|HSP90AB1|ANAPC1|ADCY9|RAF1|CDK2|AKT1|CDC25B|BRAF|HSP90AA1|RPS6KA1	RAF1|ARAF|HSP90AB1|HSP90AA1|AKT1|ANAPC1|ADCY9|IGF1R|BRAF|CDC25B|PKMYT1|RPS6KA1|CDK2	-1.7039	-2.5829
KEGG_PROSTATE_CANCER	22.5	22.5	0.944939681861856	0.572590299277606	IGF1R|CREB1|CREB3L4|ERBB2|ARAF|PDPK1|HSP90AB1|MTOR|IKBKB|SOS1|RAF1|CDK2|AKT1|ATF4|HSP90B1|RB1|CCNE2|MAP2K2|BRAF|HSP90AA1	CREB3L4|ERBB2|RAF1|ARAF|HSP90AB1|HSP90AA1|CREB1|HSP90B1|MTOR|ATF4|PDPK1|AKT1|IKBKB|SOS1|IGF1R|MAP2K2|BRAF|CDK2|RB1|CCNE2	-0.4597	-1.3769
KEGG_PURINE_METABOLISM	6.9	6.9	0.6615515771526	0.589068825910931	PFAS|PKM|ADCY9|GART|POLR2A|POLR2B|PDE4D|DCK|ATIC|NT5C|PRUNE1	PFAS|ATIC|PKM|NT5C|PDE4D|ADCY9|PRUNE1|POLR2A|DCK|GART|POLR2B	-1.7984	-1.3234
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	19.7	19.7	0.340127109357879	0.0194	ARPC1A|FN1|ARHGEF12|RRAS|ACTG1|PXN|PAK4|SSH3|APC|DOCK1|ARAF|MYH14|ARHGEF1|DIAPH3|BAIAP2|PAK1|ITGA3|PIKFYVE|SOS1|BCAR1|RAF1|ABI2|FGFR3|ARHGEF6|CRK|PIP5K1A|ARHGAP35|LIMK1|PAK2|VAV2|MYLK|ITGB1|LIMK2|PFN1|FGD1|MAP2K2|BRAF|CYFIP1|EZR|GIT1|ACTN4|ARHGEF7	ACTN4|RAF1|FN1|PFN1|DOCK1|ARAF|ITGA3|ARHGAP35|PXN|ARPC1A|CRK|MYH14|ARHGEF12|MYLK|SOS1|ACTG1|APC|PIKFYVE|GIT1|PAK4|ARHGEF1|RRAS|SSH3|ITGB1|CYFIP1|PAK1|BAIAP2|EZR|ARHGEF6|ABI2|PAK2|ARHGEF7|MAP2K2|FGFR3|BRAF|BCAR1|VAV2|LIMK2|FGD1|LIMK1|PIP5K1A|DIAPH3	-2.6923	-4.2439
KEGG_RENAL_CELL_CARCINOMA	21.4	21.4	0.957147218660316	0.937938046205763	FLCN|GAB1|PAK4|ARAF|PAK1|SOS1|RAP1A|RAF1|AKT1|EGLN2|CRK|PAK2|JUN|MAP2K2|BRAF	FLCN|RAF1|ARAF|GAB1|CRK|AKT1|SOS1|RAP1A|PAK4|JUN|PAK1|PAK2|MAP2K2|BRAF|EGLN2	0.3387	-0.2234
KEGG_RIBOSOME	17.0	17.0	0.750260300461104	0.179889886989278	RPL29|RPL27A|RPL7A|RPS2|RPL5|RPL18|RPL17|RPS17|RPS26|RPL30|RPL15|RPL14|RPS6|RPS10|RPL24	RPL27A|RPL15|RPL30|RPL5|RPS6|RPS26|RPL29|RPL17|RPS17|RPL7A|RPS10|RPS2|RPL24|RPL18|RPL14	-1.2124	-2.6315
KEGG_RNA_DEGRADATION	16.9	16.9	0.6615515771526	0.995841995841996	DCP1A|DCP1B|EDC4|DCP2|HSPD1|DIS3|PARN|DDX6|EDC3|PATL1	DIS3|PARN|HSPD1|EDC4|DCP1A|DCP1B|DCP2|EDC3|DDX6|PATL1	1.5614	0.0042
KEGG_SPLICEOSOME	28.3	28.3	0.96380753657749	0.0194	HNRNPA1|SRSF9|RBMX|CDC5L|SF3B1|HNRNPM|CHERP|USP39|HNRNPK|ACIN1|XAB2|SNRPA|TRA2B|HNRNPA3|DDX42|SNRNP70|SNW1|AQR|PRPF40A|PRPF8|WBP11|DHX8|CCDC12|DDX46|SART1|HSPA8|THOC2|NCBP1|U2SURP|PRPF3|HNRNPC|SNRNP200|ALYREF|SLU7|SRSF6|SF3A1	SF3A1|SNRPA|HNRNPC|ACIN1|CHERP|SRSF6|PRPF40A|SLU7|XAB2|USP39|SNW1|U2SURP|ALYREF|WBP11|AQR|HNRNPK|RBMX|SART1|HNRNPM|TRA2B|SNRNP70|SF3B1|HNRNPA1|THOC2|DDX46|SRSF9|NCBP1|PRPF3|HNRNPA3|PRPF8|DDX42|DHX8|HSPA8|CDC5L|CCDC12|SNRNP200	-0.288	3.8242
KEGG_TIGHT_JUNCTION	23.5	23.5	0.860144578313253	0.937938046205763	PRKCD|OCLN|RRAS|YES1|EXOC4|ACTG1|ASH1L|PARD3|CLDN3|CLDN7|CSNK2A1|MYH14|SPTAN1|PATJ|EPB41L1|PRKCH|TJP1|TJP3|TJP2|YBX3|CGN|AKT1|MAGI1|LLGL2|MAGI3|MPDZ|CASK|VAPA|EPB41L2|RAB13|ACTN4	TJP1|PRKCD|ACTN4|CGN|MPDZ|YES1|SPTAN1|PATJ|ASH1L|CSNK2A1|EPB41L1|MAGI1|CASK|CLDN3|TJP3|AKT1|MYH14|VAPA|PRKCH|TJP2|MAGI3|ACTG1|OCLN|YBX3|RRAS|EPB41L2|EXOC4|PARD3|RAB13|CLDN7|LLGL2	-0.8917	-0.2891
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	15.7	15.7	0.664226682408501	0.457130616398008	PAK4|PPP3CA|PDPK1|DLG1|MAP3K7|IKBKB|PAK1|SOS1|RAF1|CBL|AKT1|PAK2|VAV2|JUN|MAP2K2|PLCG1|NFATC2	RAF1|PDPK1|AKT1|IKBKB|SOS1|PPP3CA|DLG1|PAK4|CBL|JUN|NFATC2|MAP3K7|PAK1|PLCG1|PAK2|MAP2K2|VAV2	-1.4579	-1.7344
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	8.9	8.9	0.368613652357495	0.10775782262544	HUWE1|TRIP12|BRCA1|ANAPC1|CDC20|UBE2O|MID1|CBL|HERC1|PML|HERC2|BIRC6	PML|MID1|HUWE1|HERC2|ANAPC1|CBL|TRIP12|HERC1|BIRC6|BRCA1|UBE2O|CDC20	-2.4998	-2.9754
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	13.0	13.0	0.803834260977118	0.995287829953898	PRKCD|ARHGEF12|MYL6|PLCB3|ARAF|ARHGEF1|ADCY9|PRKCH|RAF1|ARHGEF11|GNAS|MYLK|PLCB4|MAP2K2|BRAF	PRKCD|ARHGEF11|RAF1|MYL6|ARAF|GNAS|PLCB4|ARHGEF12|MYLK|PRKCH|PLCB3|ADCY9|ARHGEF1|MAP2K2|BRAF	-1.0521	0.0187
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	25.0	25.0	0.944939681861856	0.120590520590521	CREB1|CREB3L4|DYNC1I1|ADCY9|DYNC1LI2|RAB11B|NSF|DYNC1LI1|GNAS|STX4|ARHGDIA	NSF|CREB3L4|DYNC1I1|RAB11B|ARHGDIA|CREB1|GNAS|STX4|ADCY9|DYNC1LI2|DYNC1LI1	-0.4659	2.7854
KEGG_WNT_SIGNALING_PATHWAY	7.9	7.9	0.990508322087269	0.678730456325957	PSEN1|APC|PLCB3|CSNK2A1|PPP3CA|PPP2R5A|MAP3K7|AXIN1|LRP6|JUN|PLCB4|NFATC2	PSEN1|CSNK2A1|PLCB4|AXIN1|PPP3CA|PPP2R5A|PLCB3|APC|JUN|NFATC2|MAP3K7|LRP6	0.2021	-0.9582
WP_10Q11_21Q11_23_COPY_NUMBER_VARIATION_SYNDROME	18.0	18.0	0.860144578313253	0.876139278502429	SMARCA5|SF3B1|RIF1|EIF4ENIF1|ATF2|SMARCC2|DDX21|BAZ1B|PCNA|CLOCK|MYO1C	SMARCC2|CLOCK|BAZ1B|DDX21|EIF4ENIF1|SF3B1|ATF2|RIF1|SMARCA5|PCNA|MYO1C	-0.7401	-0.5848
WP_15Q11Q13_COPY_NUMBER_VARIATION	18.6	18.6	0.957147218660316	0.678730456325957	OCLN|FANCD2|SMC6|SIN3A|HDAC1|TJP1|TJP3|KAT2B|UBN1|TJP2|CGN	TJP1|CGN|SIN3A|KAT2B|SMC6|HDAC1|TJP3|TJP2|OCLN|UBN1|FANCD2	-0.3858	1.0368
WP_16P11_2_PROXIMAL_DELETION_SYNDROME	15.8	15.8	0.266117969821674	0.658155521828408	HIRIP3|ALDOA|KMT2D|BPTF|KMT2C|CCT2|CCDC6|CCT8|CCT5|INO80E|PCNA|EZR	ALDOA|KMT2D|HIRIP3|CCT5|CCDC6|INO80E|BPTF|KMT2C|CCT2|EZR|CCT8|PCNA	3.0414	1.1078
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME	11.0	11.0	0.800556190988809	0.937938046205763	CDK12|MED1|ERBB2|LIG3|SRCIN1|DHRS11|AATF|TMEM132E|RFFL|TAF15|ARHGAP23	AATF|ERBB2|LIG3|CDK12|DHRS11|MED1|SRCIN1|RFFL|TMEM132E|ARHGAP23|TAF15	1.1564	0.2114
WP_22Q11_2_COPY_NUMBER_VARIATION_SYNDROME	13.4	13.4	0.266117969821674	0.572590299277606	HIRIP3|CBX5|NCOR1|CLDN3|SCARF2|PAK4|DROSHA|SNAP29|ARVCF|RANGAP1|FOXC1|COMT|RAF1|POLR2A|CDC45|RANBP1|SREBF2	RANBP1|NCOR1|RAF1|SCARF2|ARVCF|FOXC1|HIRIP3|CLDN3|RANGAP1|CDC45|SNAP29|PAK4|POLR2A|DROSHA|COMT|CBX5|SREBF2	2.7469	1.4238
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME	8.3	8.3	0.396728016359918	0.698424943747991	CENPA|MLPH|ING5|AGAP1|HJURP|MEF2A|MAP4|JUN|RPS6|SH3BP4|LRRFIP1|RRAGC	MAP4|MLPH|MEF2A|AGAP1|CENPA|RPS6|ING5|JUN|SH3BP4|LRRFIP1|RRAGC|HJURP	-2.1686	-0.9762
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME	20.3	20.3	0.757741176470588	0.937938046205763	STAT5A|PXN|RNF168|SLC40A1|MYCBP2|CASP7|DLG1|AKT1|CEP350|NCBP1|PCYT1A|PAK2|JUN	STAT5A|CEP350|PCYT1A|PXN|CASP7|NCBP1|AKT1|MYCBP2|DLG1|JUN|SLC40A1|PAK2|RNF168	1.257	0.1967
WP_4_HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION	61.1	61.1	0.566394845464613	0.0235294117647059	MAP3K5|TSC1|MTOR|RAF1|MAP3K11|MKNK2|AKT1|PBK|EIF4EBP1|MAP2K2|MKNK1	RAF1|MTOR|MKNK2|MAP3K11|AKT1|MKNK1|TSC1|MAP3K5|MAP2K2|PBK|EIF4EBP1	-1.855	-3.6592
WP_5Q35_COPY_NUMBER_VARIATION	12.6	12.6	0.860144578313253	0.904675387596899	IGF1R|GAB1|UIMC1|BRCA1|BABAM2|SOS1|ABL1|KIAA1191|GPRIN1|BABAM1|NSD1|JUN|ARFGAP2|PLCG1	UIMC1|ABL1|GAB1|BABAM2|SOS1|BABAM1|ARFGAP2|JUN|IGF1R|KIAA1191|PLCG1|NSD1|BRCA1|GPRIN1	0.8056	-0.459
WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME	20.6	20.6	0.840904862893924	0.10775782262544	USF1|CLDN3|SMARCA5|SF3B1|MLXIPL|BRD4|CLASP2|SQSTM1|CLASP1|EIF2A|DDX21|BAZ1B|PCNA|ATF4|EIF4H|RB1|FAS|LIMK1|GTF2I|GAPDH|MYO1C|ULK1	USF1|BAZ1B|CLASP1|DDX21|GAPDH|SQSTM1|EIF4H|CLDN3|SF3B1|FAS|ATF4|BRD4|GTF2I|EIF2A|CLASP2|MLXIPL|SMARCA5|PCNA|ULK1|LIMK1|MYO1C|RB1	-0.9945	-3.1558
